52	Meowth	Egg	http://bulbapedia.bulbagarden.net/wiki/Meowth_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/5/50/052MS.png
53	Persian	Meowth	http://bulbapedia.bulbagarden.net/wiki/Persian_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/a/a7/053MS.png
54	Psyduck	Egg	http://bulbapedia.bulbagarden.net/wiki/Psyduck_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/6/6b/054MS.png
55	Golduck	Psyduck	http://bulbapedia.bulbagarden.net/wiki/Golduck_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/6/64/055MS.png
56	Mankey	Egg	http://bulbapedia.bulbagarden.net/wiki/Mankey_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/a/ad/056MS.png
57	Primeape	Mankey	http://bulbapedia.bulbagarden.net/wiki/Primeape_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/f/f1/057MS.png
58	Growlithe	Egg	http://bulbapedia.bulbagarden.net/wiki/Growlithe_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/6/69/058MS.png
59	Arcanine	Growlithe	http://bulbapedia.bulbagarden.net/wiki/Arcanine_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/3/35/059MS.png
60	Poliwag	Egg	http://bulbapedia.bulbagarden.net/wiki/Poliwag_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/1/17/060MS.png
61	Poliwhirl	Poliwag	http://bulbapedia.bulbagarden.net/wiki/Poliwhirl_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/3/36/061MS.png
62	Poliwrath	Poliwhirl	http://bulbapedia.bulbagarden.net/wiki/Poliwrath_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/5/5e/062MS.png
63	Abra	Egg	http://bulbapedia.bulbagarden.net/wiki/Abra_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/c/cf/063MS.png
64	Kadabra	Abra	http://bulbapedia.bulbagarden.net/wiki/Kadabra_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/b/b6/064MS.png
65	Alakazam	Kadabra	http://bulbapedia.bulbagarden.net/wiki/Alakazam_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/c/ca/065MS.png
66	Machop	Egg	http://bulbapedia.bulbagarden.net/wiki/Machop_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/6/6c/066MS.png
67	Machoke	Machop	http://bulbapedia.bulbagarden.net/wiki/Machoke_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/0/0f/067MS.png
68	Machamp	Machoke	http://bulbapedia.bulbagarden.net/wiki/Machamp_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/1/1e/068MS.png
69	Bellsprout	Egg	http://bulbapedia.bulbagarden.net/wiki/Bellsprout_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/7/7b/069MS.png
70	Weepinbell	Bellsprout	http://bulbapedia.bulbagarden.net/wiki/Weepinbell_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/d/d5/070MS.png
71	Victreebel	Weepinbell	http://bulbapedia.bulbagarden.net/wiki/Victreebel_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/9/9b/071MS.png
72	Tentacool	Egg	http://bulbapedia.bulbagarden.net/wiki/Tentacool_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/4/42/072MS.png
73	Tentacruel	Tentacool	http://bulbapedia.bulbagarden.net/wiki/Tentacruel_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/f/fc/073MS.png
74	Geodude	Egg	http://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/0/04/074MS.png
75	Graveler	Geodude	http://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/5/5c/075MS.png
76	Golem	Graveler	http://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/3/34/076MS.png
77	Ponyta	Egg	http://bulbapedia.bulbagarden.net/wiki/Ponyta_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/5/55/077MS.png
78	Rapidash	Ponyta	http://bulbapedia.bulbagarden.net/wiki/Rapidash_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/6/66/078MS.png
79	Slowpoke	Egg	http://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/6/6a/079MS.png
80	Slowbro	Slowpoke	http://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/b/b6/080MS.png
81	Magnemite	Egg	http://bulbapedia.bulbagarden.net/wiki/Magnemite_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/0/0f/081MS.png
82	Magneton	Magnemite	http://bulbapedia.bulbagarden.net/wiki/Magneton_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/0/0c/082MS.png
83	Farfetch'd	Egg	http://bulbapedia.bulbagarden.net/wiki/Farfetch%27d_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/5/57/083MS.png
84	Doduo	Egg	http://bulbapedia.bulbagarden.net/wiki/Doduo_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/f/fc/084MS.png
85	Dodrio	Doduo	http://bulbapedia.bulbagarden.net/wiki/Dodrio_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/1/19/085MS.png
86	Seel	Egg	http://bulbapedia.bulbagarden.net/wiki/Seel_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/9/9b/086MS.png
87	Dewgong	Seel	http://bulbapedia.bulbagarden.net/wiki/Dewgong_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/2/20/087MS.png
88	Grimer	Egg	http://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/5/50/088MS.png
89	Muk	Grimer	http://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/b/b4/089MS.png
90	Shellder	Egg	http://bulbapedia.bulbagarden.net/wiki/Shellder_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/4/41/090MS.png
91	Cloyster	Shellder	http://bulbapedia.bulbagarden.net/wiki/Cloyster_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/b/bc/091MS.png
92	Gastly	Egg	http://bulbapedia.bulbagarden.net/wiki/Gastly_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/c/cf/092MS.png
93	Haunter	Gastly	http://bulbapedia.bulbagarden.net/wiki/Haunter_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/7/71/093MS.png
94	Gengar	Haunter	http://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/a/a4/094MS.png
95	Onix	Egg	http://bulbapedia.bulbagarden.net/wiki/Onix_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/c/cd/095MS.png
96	Drowzee	Egg	http://bulbapedia.bulbagarden.net/wiki/Drowzee_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/8/8e/096MS.png
97	Hypno	Drowzee	http://bulbapedia.bulbagarden.net/wiki/Hypno_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/9/98/097MS.png
98	Krabby	Egg	http://bulbapedia.bulbagarden.net/wiki/Krabby_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/4/40/098MS.png
99	Kingler	Krabby	http://bulbapedia.bulbagarden.net/wiki/Kingler_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/5/5c/099MS.png
100	Voltorb	Egg	http://bulbapedia.bulbagarden.net/wiki/Voltorb_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/c/c1/100MS.png
101	Electrode	Voltorb	http://bulbapedia.bulbagarden.net/wiki/Electrode_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/6/69/101MS.png
102	Exeggcute	Egg	http://bulbapedia.bulbagarden.net/wiki/Exeggcute_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/a/a6/102MS.png
103	Exeggutor	Exeggcute	http://bulbapedia.bulbagarden.net/wiki/Exeggutor_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/d/db/103MS.png
104	Cubone	Egg	http://bulbapedia.bulbagarden.net/wiki/Cubone_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/2/2e/104MS.png
105	Marowak	Cubone	http://bulbapedia.bulbagarden.net/wiki/Marowak_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/6/6f/105MS.png
106	Hitmonlee	Tyrogue	http://bulbapedia.bulbagarden.net/wiki/Hitmonlee_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/6/60/106MS.png
107	Hitmonchan	Tyrogue	http://bulbapedia.bulbagarden.net/wiki/Hitmonchan_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/1/1a/107MS.png
108	Lickitung	Egg	http://bulbapedia.bulbagarden.net/wiki/Lickitung_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/2/25/108MS.png
109	Koffing	Egg	http://bulbapedia.bulbagarden.net/wiki/Koffing_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/3/3f/109MS.png
110	Weezing	Koffing	http://bulbapedia.bulbagarden.net/wiki/Weezing_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/2/22/110MS.png
111	Rhyhorn	Egg	http://bulbapedia.bulbagarden.net/wiki/Rhyhorn_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/6/67/111MS.png
112	Rhydon	Rhyhorn	http://bulbapedia.bulbagarden.net/wiki/Rhydon_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/c/ce/112MS.png
113	Chansey	Egg/Happiny	http://bulbapedia.bulbagarden.net/wiki/Chansey_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/e/ea/113MS.png
114	Tangela	Egg	http://bulbapedia.bulbagarden.net/wiki/Tangela_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/4/45/114MS.png
115	Kangaskhan	Egg	http://bulbapedia.bulbagarden.net/wiki/Kangaskhan_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/6/68/115MS.png
116	Horsea	Egg	http://bulbapedia.bulbagarden.net/wiki/Horsea_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/2/23/116MS.png
117	Seadra	Horsea	http://bulbapedia.bulbagarden.net/wiki/Seadra_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/8/81/117MS.png
118	Goldeen	Egg	http://bulbapedia.bulbagarden.net/wiki/Goldeen_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/9/9b/118MS.png
119	Seaking	Goldeen	http://bulbapedia.bulbagarden.net/wiki/Seaking_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/8/88/119MS.png
120	Staryu	Egg	http://bulbapedia.bulbagarden.net/wiki/Staryu_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/6/60/120MS.png
121	Starmie	Staryu	http://bulbapedia.bulbagarden.net/wiki/Starmie_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/5/55/121MS.png
122	Mr. Mime	Egg/Mime Jr.	http://bulbapedia.bulbagarden.net/wiki/Mr._Mime_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/5/58/122MS.png
123	Scyther	Egg	http://bulbapedia.bulbagarden.net/wiki/Scyther_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/5/54/123MS.png
124	Jynx	Smoochum	http://bulbapedia.bulbagarden.net/wiki/Jynx_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/f/f5/124MS.png
125	Electabuzz	Elekid	http://bulbapedia.bulbagarden.net/wiki/Electabuzz_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/7/72/125MS.png
126	Magmar	Magby	http://bulbapedia.bulbagarden.net/wiki/Magmar_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/e/e7/126MS.png
127	Pinsir	Egg	http://bulbapedia.bulbagarden.net/wiki/Pinsir_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/5/5c/127MS.png
128	Tauros	Egg	http://bulbapedia.bulbagarden.net/wiki/Tauros_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/9/95/128MS.png
129	Magikarp	Egg	http://bulbapedia.bulbagarden.net/wiki/Magikarp_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/7/7c/129MS.png
130	Gyarados	Magikarp	http://bulbapedia.bulbagarden.net/wiki/Gyarados_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/a/a0/130MS.png
131	Lapras	Egg	http://bulbapedia.bulbagarden.net/wiki/Lapras_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/4/4b/131MS.png
132	Ditto		http://bulbapedia.bulbagarden.net/wiki/Ditto_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/5/53/132MS.png
133	Eevee	Egg	http://bulbapedia.bulbagarden.net/wiki/Eevee_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/d/de/133MS.png
134	Vaporeon	Eevee	http://bulbapedia.bulbagarden.net/wiki/Vaporeon_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/b/be/134MS.png
135	Jolteon	Eevee	http://bulbapedia.bulbagarden.net/wiki/Jolteon_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/1/16/135MS.png
136	Flareon	Eevee	http://bulbapedia.bulbagarden.net/wiki/Flareon_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/3/30/136MS.png
137	Porygon	Egg	http://bulbapedia.bulbagarden.net/wiki/Porygon_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/f/f7/137MS.png
138	Omanyte	Egg/Helix Fossil	http://bulbapedia.bulbagarden.net/wiki/Omanyte_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/9/97/138MS.png
139	Omastar	Omanyte	http://bulbapedia.bulbagarden.net/wiki/Omastar_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/2/2a/139MS.png
140	Kabuto	Egg/Dome Fossil	http://bulbapedia.bulbagarden.net/wiki/Kabuto_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/1/1e/140MS.png
141	Kabutops	Kabuto	http://bulbapedia.bulbagarden.net/wiki/Kabutops_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/0/08/141MS.png
142	Aerodactyl	Egg/Old Amber	http://bulbapedia.bulbagarden.net/wiki/Aerodactyl_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/d/d1/142MS.png
143	Snorlax	Egg/Munchlax	http://bulbapedia.bulbagarden.net/wiki/Snorlax_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/d/d6/143MS.png
144	Articuno		http://bulbapedia.bulbagarden.net/wiki/Articuno_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/0/04/144MS.png
145	Zapdos		http://bulbapedia.bulbagarden.net/wiki/Zapdos_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/3/3f/145MS.png
146	Moltres		http://bulbapedia.bulbagarden.net/wiki/Moltres_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/f/fe/146MS.png
147	Dratini	Egg	http://bulbapedia.bulbagarden.net/wiki/Dratini_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/2/26/147MS.png
148	Dragonair	Dratini	http://bulbapedia.bulbagarden.net/wiki/Dragonair_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/4/4e/148MS.png
149	Dragonite	Dragonair	http://bulbapedia.bulbagarden.net/wiki/Dragonite_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/c/cc/149MS.png
150	Mewtwo		http://bulbapedia.bulbagarden.net/wiki/Mewtwo_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/1/1a/150MS.png
151	Mew		http://bulbapedia.bulbagarden.net/wiki/Mew_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/a/a7/151MS.png
152	Chikorita	Egg	http://bulbapedia.bulbagarden.net/wiki/Chikorita_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/7/79/152MS.png
153	Bayleef	Chikorita	http://bulbapedia.bulbagarden.net/wiki/Bayleef_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/3/31/153MS.png
154	Meganium	Bayleef	http://bulbapedia.bulbagarden.net/wiki/Meganium_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/8/89/154MS.png
155	Cyndaquil	Egg	http://bulbapedia.bulbagarden.net/wiki/Cyndaquil_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/3/39/155MS.png
156	Quilava	Cyndaquil	http://bulbapedia.bulbagarden.net/wiki/Quilava_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/3/36/156MS.png
157	Typhlosion	Quilava	http://bulbapedia.bulbagarden.net/wiki/Typhlosion_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/5/56/157MS.png
158	Totodile	Egg	http://bulbapedia.bulbagarden.net/wiki/Totodile_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/f/f5/158MS.png
159	Croconaw	Totodile	http://bulbapedia.bulbagarden.net/wiki/Croconaw_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/e/ea/159MS.png
160	Feraligatr	Croconaw	http://bulbapedia.bulbagarden.net/wiki/Feraligatr_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/6/6d/160MS.png
161	Sentret	Egg	http://bulbapedia.bulbagarden.net/wiki/Sentret_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/5/5c/161MS.png
162	Furret	Sentret	http://bulbapedia.bulbagarden.net/wiki/Furret_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/c/c1/162MS.png
163	Hoothoot	Egg	http://bulbapedia.bulbagarden.net/wiki/Hoothoot_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/c/c0/163MS.png
164	Noctowl	Hoothoot	http://bulbapedia.bulbagarden.net/wiki/Noctowl_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/7/7a/164MS.png
165	Ledyba	Egg	http://bulbapedia.bulbagarden.net/wiki/Ledyba_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/e/e1/165MS.png
166	Ledian	Ledyba	http://bulbapedia.bulbagarden.net/wiki/Ledian_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/4/44/166MS.png
167	Spinarak	Egg	http://bulbapedia.bulbagarden.net/wiki/Spinarak_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/0/08/167MS.png
168	Ariados	Spinarak	http://bulbapedia.bulbagarden.net/wiki/Ariados_(Pok%C3%A9mon)	http://cdn.bulbagarden.net/upload/a/ae/168MS.png
